Time,Latitude,Longitude,Course,feet
Fri 11:29:41 PM,44.6616,-79.1685,↗ 31°,"24,675"
Fri 11:30:11 PM,44.7153,-79.1229,↗ 31°,"25,450"
Fri 11:30:41 PM,44.7683,-79.0777,↗ 31°,"26,125"
Fri 11:31:11 PM,44.8251,-79.0294,↗ 31°,"26,800"
Fri 11:31:41 PM,44.8756,-78.9861,↗ 31°,"27,450"
Fri 11:32:11 PM,44.9336,-78.9358,↗ 32°,"28,075"
Fri 11:32:41 PM,44.9914,-78.885,↗ 32°,"28,825"
Fri 11:33:11 PM,45.0473,-78.8359,↗ 32°,"29,800"
Fri 11:33:41 PM,45.1027,-78.7872,↗ 32°,"30,425"
Fri 11:34:11 PM,45.159,-78.7376,↗ 32°,"31,000"
Fri 11:34:42 PM,45.2156,-78.6877,↗ 32°,"31,000"
Fri 11:35:12 PM,45.2707,-78.639,↗ 32°,"31,000"
Fri 11:35:43 PM,45.3292,-78.5871,↗ 32°,"31,000"
Fri 11:36:13 PM,45.3837,-78.5387,↗ 32°,"31,000"
Fri 11:36:43 PM,45.4401,-78.4885,↗ 32°,"31,000"
Fri 11:37:13 PM,45.4952,-78.4391,↗ 32°,"31,000"
Fri 11:37:43 PM,45.5498,-78.3905,↗ 31°,"31,000"
Fri 11:38:13 PM,45.6051,-78.3446,↗ 30°,"31,000"
Fri 11:38:43 PM,45.659,-78.3004,↗ 30°,"31,000"
Fri 11:39:14 PM,45.714,-78.2547,↗ 30°,"31,000"
Fri 11:39:44 PM,45.7695,-78.2081,↗ 31°,"31,000"
Fri 11:40:14 PM,45.8205,-78.1651,↗ 31°,"31,000"
Fri 11:40:44 PM,45.8753,-78.1188,↗ 31°,"31,025"
Fri 11:41:14 PM,45.9273,-78.0747,↗ 31°,"31,000"
Fri 11:41:44 PM,45.9811,-78.029,↗ 31°,"31,000"
Fri 11:42:14 PM,46.035,-77.9832,↗ 31°,"31,000"
Fri 11:42:44 PM,46.0878,-77.9382,↗ 31°,"31,000"
Fri 11:43:15 PM,46.1442,-77.8901,↗ 31°,"31,000"
Fri 11:43:45 PM,46.1939,-77.8475,↗ 31°,"31,000"
Fri 11:44:15 PM,46.247,-77.8022,↗ 31°,"31,000"
Fri 11:44:45 PM,46.3015,-77.7553,↗ 31°,"31,000"
Fri 11:45:15 PM,46.3528,-77.7112,↗ 31°,"31,000"
Fri 11:45:45 PM,46.4054,-77.6658,↗ 31°,"31,000"
Fri 11:46:15 PM,46.4589,-77.6195,↗ 31°,"31,000"
Fri 11:46:45 PM,46.5127,-77.5728,↗ 31°,"31,000"
Fri 11:47:15 PM,46.5658,-77.5267,↗ 31°,"31,000"
Fri 11:47:45 PM,46.6187,-77.4806,↗ 31°,"31,000"
Fri 11:48:16 PM,46.6739,-77.4324,↗ 31°,"31,000"
Fri 11:48:46 PM,46.727,-77.386,↗ 31°,"31,000"
Fri 11:49:16 PM,46.781,-77.3386,↗ 31°,"31,000"
Fri 11:49:46 PM,46.8333,-77.2926,↗ 31°,"31,000"
Fri 11:50:16 PM,46.8851,-77.247,↗ 31°,"31,000"
Fri 11:50:46 PM,46.9404,-77.1982,↗ 31°,"31,000"
Fri 11:51:16 PM,46.994,-77.1508,↗ 31°,"31,000"
Fri 11:51:46 PM,47.0488,-77.1021,↗ 31°,"31,000"
Fri 11:52:16 PM,47.1062,-77.0509,↗ 31°,"31,000"
Fri 11:52:46 PM,47.1579,-77.0049,↗ 31°,"31,000"
Fri 11:53:16 PM,47.2095,-76.9587,↗ 31°,"31,000"
Fri 11:53:46 PM,47.2652,-76.9088,↗ 32°,"31,000"
Fri 11:54:16 PM,47.3189,-76.8606,↗ 32°,"31,000"
Fri 11:54:46 PM,47.3733,-76.8116,↗ 31°,"31,000"
Fri 11:55:16 PM,47.4256,-76.7644,↗ 32°,"31,000"
Fri 11:55:46 PM,47.4786,-76.7164,↗ 32°,"31,000"
Fri 11:56:16 PM,47.5315,-76.6685,↗ 32°,"31,000"
Fri 11:56:47 PM,47.588,-76.6171,↗ 32°,"31,000"
Fri 11:57:18 PM,47.6448,-76.5653,↗ 32°,"31,000"
Fri 11:57:50 PM,47.7008,-76.5141,↗ 32°,"31,000"
Fri 11:58:20 PM,47.7547,-76.4647,↗ 32°,"31,000"
Fri 11:58:50 PM,47.8085,-76.4154,↗ 32°,"31,000"
Fri 11:59:20 PM,47.8605,-76.3675,↗ 32°,"31,000"
Fri 11:59:50 PM,47.9142,-76.3179,↗ 32°,"31,000"
Sat 12:00:20 AM,47.9669,-76.2692,↗ 32°,"31,000"
Sat 12:00:51 AM,48.0224,-76.2177,↗ 32°,"31,000"
Sat 12:01:21 AM,48.0761,-76.1677,↗ 32°,"31,000"
Sat 12:01:51 AM,48.129,-76.1183,↗ 32°,"31,000"
Sat 12:02:22 AM,48.1828,-76.068,↗ 32°,"31,000"
Sat 12:02:52 AM,48.2354,-76.0188,↗ 32°,"31,000"
Sat 12:03:22 AM,48.288,-75.9695,↗ 32°,"31,000"
Sat 12:04:03 AM,48.3617,-75.9,↗ 32°,"31,000"
Sat 12:04:33 AM,48.4143,-75.8503,↗ 32°,"31,000"
Sat 12:05:03 AM,48.4654,-75.802,↗ 32°,"31,000"
Sat 12:05:34 AM,48.5209,-75.7493,↗ 32°,"31,000"
Sat 12:06:04 AM,48.5746,-75.6982,↗ 32°,"31,000"
Sat 12:06:34 AM,48.6279,-75.6473,↗ 32°,"31,000"
Sat 12:07:04 AM,48.6819,-75.5956,↗ 32°,"31,000"
Sat 12:07:34 AM,48.735,-75.5445,↗ 32°,"31,000"
Sat 12:08:04 AM,48.7893,-75.4924,↗ 33°,"31,000"
Sat 12:08:35 AM,48.8427,-75.4409,↗ 33°,"31,000"
Sat 12:09:05 AM,48.8953,-75.3901,↗ 33°,"31,000"
Sat 12:09:35 AM,48.9501,-75.337,↗ 33°,"31,000"
Sat 12:10:05 AM,49.0027,-75.2858,↗ 33°,"31,000"
Sat 12:10:43 AM,49.0721,-75.2183,↗ 33°,"31,000"
Sat 12:11:13 AM,49.1254,-75.1661,↗ 33°,"31,000"
Sat 12:11:44 AM,49.1787,-75.1138,↗ 33°,"31,000"
Sat 12:12:14 AM,49.2324,-75.0611,↗ 33°,"31,000"
Sat 12:12:44 AM,49.2863,-75.0081,↗ 33°,"31,000"
Sat 12:13:27 AM,49.3628,-74.9324,↗ 33°,"31,000"
Sat 12:14:06 AM,49.4319,-74.864,↗ 33°,"31,000"
Sat 12:14:36 AM,49.4853,-74.8108,↗ 33°,"31,000"
Sat 12:15:06 AM,49.5391,-74.757,↗ 33°,"31,000"
Sat 12:15:36 AM,49.5921,-74.7041,↗ 33°,"31,000"
Sat 12:16:07 AM,49.6459,-74.6502,↗ 33°,"31,000"
Sat 12:16:44 AM,49.7124,-74.5833,↗ 33°,"31,000"
Sat 12:17:14 AM,49.7647,-74.5305,↗ 34°,"31,000"
Sat 12:17:51 AM,49.8289,-74.4581,↗ 38°,"31,000"
Sat 12:18:22 AM,49.88,-74.3944,↗ 39°,"31,000"
Sat 12:19:02 AM,49.947,-74.3097,↗ 39°,"31,000"
Sat 12:19:37 AM,50.0033,-74.2385,↗ 39°,"31,000"
Sat 12:20:23 AM,50.0802,-74.1406,↗ 39°,"31,000"
Sat 12:21:05 AM,50.1513,-74.0499,↗ 39°,"31,000"
Sat 12:21:53 AM,50.2303,-73.9488,↗ 40°,"31,000"
Sat 12:22:26 AM,50.2857,-73.8776,↗ 40°,"31,000"
Sat 12:23:24 AM,50.3809,-73.7546,↗ 40°,"31,000"
Sat 12:23:54 AM,50.4291,-73.6921,↗ 40°,"31,000"
Sat 12:24:24 AM,50.479,-73.6273,↗ 40°,"31,000"
Sat 12:24:54 AM,50.53,-73.5607,↗ 40°,"31,000"
Sat 12:25:24 AM,50.5796,-73.4959,↗ 40°,"31,000"
Sat 12:26:07 AM,50.6507,-73.4026,↗ 40°,"31,000"
Sat 12:26:45 AM,50.7125,-73.3212,↗ 40°,"31,000"
Sat 12:27:39 AM,50.8018,-73.203,↗ 40°,"31,000"
Sat 12:28:10 AM,50.8518,-73.1366,↗ 40°,"31,000"
Sat 12:28:40 AM,50.9012,-73.0709,↗ 40°,"31,000"
Sat 12:29:11 AM,50.9531,-73.0014,↗ 40°,"31,000"
Sat 12:30:11 AM,51.0519,-72.8689,↗ 40°,"31,000"
Sat 12:30:41 AM,51.1016,-72.8018,↗ 40°,"31,000"
Sat 12:31:41 AM,51.1986,-72.6707,↗ 40°,"31,000"
Sat 12:32:57 AM,51.3167,-72.5167,↗ 40°,"31,000"
Sat 12:33:38 AM,51.3875,-72.4128,↗ 41°,"31,000"
Sat 12:35:11 AM,51.5333,-72.2,↗ 41°,"31,000"
Sat 12:36:11 AM,51.6167,-72.0667,↗ 45°,"31,000"
Sat 12:37:11 AM,51.7167,-71.9167,↗ 43°,"31,000"
Sat 12:38:11 AM,51.8167,-71.8,↗ 36°,"31,000"
Sat 12:39:11 AM,51.9167,-71.65,↗ 43°,"31,000"
Sat 12:40:12 AM,52.0333,-71.5,↗ 38°,"31,000"
Sat 12:41:11 AM,52.1,-71.35,↗ 54°,"31,000"
Sat 12:42:11 AM,52.2167,-71.2167,↗ 35°,"31,000"
Sat 12:42:58 AM,52.2833,-71.1667,↗ 25°,"31,000"
Sat 12:43:57 AM,52.3833,-71.0333,↗ 39°,"31,000"
Sat 12:44:57 AM,52.4833,-70.85,↗ 48°,"31,500"
Sat 12:45:57 AM,52.5667,-70.7333,↗ 40°,"33,000"
Sat 12:46:47 AM,52.6657,-70.5875,↗ 42°,"33,000"
Sat 12:47:26 AM,52.7271,-70.4959,↗ 42°,"33,000"
Sat 12:48:00 AM,52.7821,-70.4137,↗ 42°,"33,000"
Sat 12:48:31 AM,52.8316,-70.3395,↗ 42°,"33,000"
Sat 12:49:01 AM,52.8783,-70.2691,↗ 42°,"33,000"
Sat 12:49:31 AM,52.9267,-70.1961,↗ 42°,"33,000"
Sat 12:50:02 AM,52.9757,-70.1218,↗ 43°,"33,000"
Sat 12:50:52 AM,53.0545,-70.0021,↗ 43°,"33,000"
Sat 12:51:24 AM,53.1043,-69.926,↗ 43°,"33,000"
Sat 12:51:55 AM,53.1514,-69.854,↗ 43°,"33,000"
Sat 12:52:29 AM,53.2049,-69.7716,↗ 43°,"33,000"
Sat 12:53:01 AM,53.2559,-69.6929,↗ 43°,"33,000"
Sat 12:53:31 AM,53.3024,-69.6211,↗ 43°,"33,000"
Sat 12:54:02 AM,53.349,-69.5488,↗ 43°,"33,000"
Sat 12:54:59 AM,53.438,-69.4099,↗ 43°,"33,000"
Sat 12:55:31 AM,53.4869,-69.3333,↗ 43°,"33,000"
Sat 12:56:29 AM,53.5754,-69.194,↗ 43°,"33,000"
Sat 12:57:22 AM,53.6555,-69.0671,↗ 43°,"33,000"
Sat 12:58:14 AM,53.7341,-68.9421,↗ 43°,"33,000"
Sat 01:00:11 AM,53.9,-68.6333,↗ 43°,"33,000"
Sat 01:00:20 AM,53.9239,-68.6372,↗ 44°,"33,000"
Sat 01:00:50 AM,53.9696,-68.5631,↗ 44°,"33,000"
Sat 01:01:37 AM,54.0402,-68.4485,↗ 44°,"33,000"
Sat 01:03:12 AM,54.1833,-68.2167,↗ 44°,"33,000"
Sat 01:04:11 AM,54.2833,-68.05,↗ 44°,"33,000"
Sat 01:05:11 AM,54.3833,-67.9167,↗ 38°,"33,000"
Sat 01:06:11 AM,54.4833,-67.7833,↗ 38°,"33,000"
Sat 01:07:12 AM,54.5667,-67.65,↗ 43°,"33,000"
Sat 01:08:12 AM,54.6667,-67.5,↗ 41°,"33,000"
Sat 01:09:12 AM,54.7667,-67.3333,↗ 44°,"33,000"
Sat 01:10:11 AM,54.8667,-67.2,↗ 37°,"33,000"
Sat 01:11:11 AM,54.95,-67.0667,↗ 43°,"33,000"
Sat 01:12:12 AM,55.0667,-66.9167,↗ 36°,"33,000"
Sat 01:13:12 AM,55.15,-66.7833,↗ 42°,"33,000"
Sat 01:14:12 AM,55.2667,-66.6333,↗ 36°,"33,000"
Sat 01:15:12 AM,55.3333,-66.5,↗ 49°,"33,000"
Sat 01:16:11 AM,55.4333,-66.3333,↗ 43°,"33,000"
Sat 01:17:11 AM,55.5333,-66.1833,↗ 40°,"33,000"
Sat 01:17:58 AM,55.6167,-66.1,↗ 29°,"33,000"
Sat 01:19:53 AM,55.8,-65.9,↗ 31°,"33,000"
Sat 01:20:53 AM,55.9,-65.7333,↗ 43°,"33,000"
Sat 01:22:11 AM,56.0333,-65.3833,↗ 56°,"33,000"
Sat 01:23:12 AM,56.1333,-65.2333,↗ 40°,"33,000"
Sat 01:24:12 AM,56.2333,-65.0667,↗ 43°,"33,000"
Sat 01:25:12 AM,56.3333,-64.9,↗ 43°,"33,000"
Sat 01:26:12 AM,56.4333,-64.7167,↗ 45°,"33,000"
Sat 01:27:12 AM,56.5333,-64.5667,↗ 40°,"33,000"
Sat 01:28:11 AM,56.6333,-64.4167,↗ 39°,"33,000"
Sat 01:29:12 AM,56.7333,-64.2333,↗ 45°,"33,000"
Sat 01:30:12 AM,56.8167,-64.0833,↗ 45°,"33,000"
Sat 01:31:12 AM,56.9167,-63.9,↗ 45°,"33,000"
Sat 01:32:12 AM,57.0333,-63.7333,↗ 38°,"33,000"
Sat 01:33:12 AM,57.1333,-63.55,↗ 45°,"33,000"
Sat 01:34:12 AM,57.2167,-63.3833,↗ 47°,"33,000"
Sat 01:35:12 AM,57.3167,-63.2333,↗ 39°,"33,000"
Sat 01:35:57 AM,57.3833,-63.1333,↗ 39°,"33,000"
Sat 01:37:58 AM,57.5833,-62.8,↗ 42°,"33,000"
Sat 01:38:58 AM,57.6833,-62.6167,↗ 44°,"33,000"
Sat 01:39:58 AM,57.7667,-62.4667,↗ 44°,"33,000"
Sat 01:40:58 AM,57.8667,-62.2833,↗ 44°,"33,000"
Sat 01:41:57 AM,57.95,-62.1,↗ 49°,"33,000"
Sat 01:43:12 AM,58.0833,-61.8333,↗ 47°,"33,000"
Sat 01:43:58 AM,58.15,-61.75,↗ 33°,"33,000"
Sat 01:44:58 AM,58.2333,-61.5667,↗ 49°,"33,000"
Sat 01:45:58 AM,58.3333,-61.4167,↗ 38°,"33,000"
Sat 01:47:53 AM,58.5167,-61.15,↗ 37°,"33,000"
Sat 01:48:54 AM,58.6,-60.95,↗ 51°,"33,000"
Sat 01:49:54 AM,58.7,-60.8,↗ 38°,"33,000"
Sat 01:50:54 AM,58.7833,-60.5833,↗ 53°,"33,000"
Sat 01:51:54 AM,58.8833,-60.3833,↗ 46°,"33,000"
Sat 01:52:54 AM,58.9667,-60.2167,↗ 46°,"33,000"
Sat 01:53:54 AM,59.05,-60.0333,↗ 48°,"33,000"
Sat 01:55:54 AM,59.2333,-59.6667,↗ 46°,"33,000"
Sat 01:56:54 AM,59.3333,-59.4833,↗ 43°,"33,000"
Sat 01:57:54 AM,59.4167,-59.2833,↗ 51°,"33,000"
Sat 01:58:55 AM,59.5167,-59.0833,↗ 45°,"33,000"
Sat 01:59:54 AM,59.6,-58.8833,↗ 50°,"33,000"
Sat 02:00:57 AM,59.6918,-58.6672,↗ 50°,
Sat 02:07:44 AM,60.2923,-57.2684,↗ 48°,
Sat 02:09:01 AM,60.4069,-57.0026,↗ 49°,
Sat 02:10:59 AM,60.5814,-56.5916,↗ 49°,
Sat 02:12:57 AM,60.7547,-56.1762,↗ 49°,
Sat 02:14:00 AM,60.8467,-55.9526,↗ 50°,
Sat 02:15:54 AM,61.0121,-55.5446,↗ 50°,
Sat 02:16:56 AM,61.1016,-55.321,↗ 50°,
Sat 02:17:59 AM,61.1921,-55.0924,↗ 51°,
Sat 02:19:01 AM,61.2809,-54.8662,↗ 51°,
Sat 02:21:00 AM,61.4505,-54.4291,↗ 51°,
Sat 02:22:54 AM,61.6118,-54.0061,↗ 51°,
Sat 02:23:57 AM,61.7003,-53.7704,↗ 52°,
Sat 02:25:53 AM,61.8624,-53.333,↗ 52°,
Sat 02:26:56 AM,61.9498,-53.0934,↗ 52°,
Sat 02:29:01 AM,62.1219,-52.6142,↗ 52°,
Sat 02:30:59 AM,62.2829,-52.1567,↗ 53°,
Sat 02:31:07 AM,62.2289,-52.2552,↗ 53°,"33,000"
Sat 02:31:37 AM,62.2707,-52.135,↗ 53°,"33,000"
Sat 02:32:08 AM,62.3144,-52.0094,↗ 53°,"33,000"
Sat 02:32:38 AM,62.3553,-51.8908,↗ 53°,"33,000"
Sat 02:33:08 AM,62.3973,-51.7685,↗ 54°,"33,000"
Sat 02:33:38 AM,62.4382,-51.6486,↗ 54°,"33,000"
Sat 02:34:09 AM,62.4795,-51.5269,↗ 54°,"33,000"
Sat 02:34:39 AM,62.5204,-51.4059,↗ 54°,"33,000"
Sat 02:35:09 AM,62.5623,-51.281,↗ 54°,"33,000"
Sat 02:35:39 AM,62.6036,-51.1574,↗ 54°,"33,000"
Sat 02:36:09 AM,62.6444,-51.0346,↗ 54°,"33,000"
Sat 02:36:39 AM,62.686,-50.9089,↗ 54°,"33,000"
Sat 02:37:09 AM,62.7268,-50.7847,↗ 54°,"33,000"
Sat 02:37:39 AM,62.7682,-50.6582,↗ 55°,"33,000"
Sat 02:38:09 AM,62.8092,-50.5322,↗ 55°,"33,000"
Sat 02:38:39 AM,62.8499,-50.4063,↗ 55°,"33,000"
Sat 02:39:09 AM,62.8904,-50.2805,↗ 55°,"33,000"
Sat 02:39:39 AM,62.9312,-50.153,↗ 55°,"33,000"
Sat 02:40:09 AM,62.9721,-50.0262,↗ 54°,"33,000"
Sat 02:40:39 AM,63.015,-49.9032,↗ 52°,"33,000"
Sat 02:41:09 AM,63.0593,-49.7815,↗ 51°,"33,000"
Sat 02:42:57 AM,63.2162,-49.3662,↗ 50°,
Sat 02:45:00 AM,63.3934,-48.8877,↗ 50°,
Sat 02:46:56 AM,63.5591,-48.431,↗ 51°,
Sat 02:48:01 AM,63.6513,-48.1728,↗ 51°,
Sat 02:49:57 AM,63.8115,-47.7015,↗ 52°,
Sat 02:50:59 AM,63.8961,-47.4473,↗ 53°,
Sat 02:52:51 AM,64.0479,-46.9841,↗ 53°,
Sat 02:54:57 AM,64.2169,-46.457,↗ 53°,
Sat 02:56:49 AM,64.3655,-45.9831,↗ 54°,
Sat 02:57:53 AM,64.4498,-45.71,↗ 54°,
Sat 02:58:56 AM,64.5322,-45.4395,↗ 55°,
Sat 03:00:00 AM,64.6154,-45.163,↗ 55°,
Sat 03:01:52 AM,64.7597,-44.6751,↗ 55°,
Sat 03:02:58 AM,64.8441,-44.3852,↗ 56°,
Sat 03:03:58 AM,64.9202,-44.12,↗ 56°,
Sat 03:05:59 AM,65.0724,-43.5807,↗ 56°,
Sat 03:07:01 AM,65.1496,-43.302,↗ 57°,
Sat 03:08:56 AM,65.2915,-42.7809,↗ 57°,
Sat 03:11:01 AM,65.4445,-42.2093,↗ 57°,
Sat 03:12:48 AM,65.5737,-41.7147,↗ 58°,
Sat 03:14:00 AM,65.6598,-41.3792,↗ 58°,
Sat 03:15:58 AM,65.7992,-40.8244,↗ 58°,
Sat 03:17:55 AM,65.9355,-40.2685,↗ 59°,
Sat 03:19:00 AM,66.0106,-39.9576,↗ 58°,
Sat 03:20:51 AM,66.1415,-39.4282,↗ 58°,
Sat 03:22:00 AM,66.222,-39.0964,↗ 59°,
Sat 03:24:01 AM,66.3613,-38.5095,↗ 59°,
Sat 03:25:55 AM,66.4905,-37.9505,↗ 60°,
Sat 03:27:47 AM,66.6155,-37.3957,↗ 60°,
Sat 03:29:01 AM,66.697,-37.0261,↗ 61°,
Sat 03:31:01 AM,66.8273,-36.4215,↗ 61°,
Sat 03:32:58 AM,66.9495,-35.8387,↗ 62°,
Sat 03:33:59 AM,67.0123,-35.5325,↗ 62°,
Sat 03:35:54 AM,67.1292,-34.951,↗ 62°,
Sat 03:36:54 AM,67.1893,-34.6454,↗ 63°,
Sat 03:39:00 AM,67.3137,-33.9986,↗ 63°,
Sat 03:40:00 AM,67.372,-33.6883,↗ 64°,
Sat 03:41:00 AM,67.4297,-33.3764,↗ 64°,
Sat 03:42:01 AM,67.4877,-33.0578,↗ 64°,
Sat 03:43:59 AM,67.5982,-32.4372,↗ 65°,
Sat 03:46:00 AM,67.709,-31.7947,↗ 65°,
Sat 03:47:38 AM,67.7969,-31.27,→ 66°,
Sat 03:48:58 AM,67.8674,-30.8387,→ 66°,
Sat 03:50:57 AM,67.9701,-30.1924,→ 67°,
Sat 03:53:01 AM,68.1083,-29.5603,↗ 56°,
Sat 03:54:44 AM,68.2325,-29.0451,↗ 57°,
Sat 03:55:59 AM,68.3219,-28.6664,↗ 57°,
Sat 03:58:01 AM,68.4664,-28.0455,↗ 57°,
Sat 03:59:56 AM,68.6009,-27.4538,↗ 58°,
Sat 04:01:57 AM,68.7401,-26.8235,↗ 59°,
Sat 04:03:00 AM,68.8115,-26.4919,↗ 59°,
Sat 04:05:01 AM,68.9467,-25.8491,↗ 59°,
Sat 04:07:00 AM,69.0773,-25.2092,↗ 60°,
Sat 04:08:00 AM,69.1423,-24.8837,↗ 61°,
Sat 04:10:02 AM,69.2724,-24.2159,↗ 61°,
Sat 04:11:52 AM,69.3876,-23.6069,↗ 62°,
Sat 04:14:02 AM,69.5203,-22.8781,↗ 62°,
Sat 04:16:01 AM,69.639,-22.203,↗ 63°,
Sat 04:17:58 AM,69.7532,-21.5319,↗ 64°,
Sat 04:19:56 AM,69.8658,-20.8478,↗ 64°,
Sat 04:21:02 AM,69.9276,-20.462,↗ 65°,
Sat 04:22:51 AM,70.0245,-19.8158,→ 69°,
Sat 04:23:54 AM,70.0746,-19.4337,→ 69°,
Sat 04:24:59 AM,70.1253,-19.0375,→ 69°,
Sat 04:26:00 AM,70.1722,-18.664,→ 70°,
Sat 04:28:00 AM,70.262,-17.9243,→ 70°,
Sat 04:30:00 AM,70.3489,-17.1782,→ 71°,
Sat 04:31:59 AM,70.4319,-16.4322,→ 71°,
Sat 04:32:59 AM,70.4726,-16.0537,→ 72°,
Sat 04:33:59 AM,70.5125,-15.6738,→ 72°,
Sat 04:35:56 AM,70.588,-14.9286,→ 73°,
Sat 04:37:00 AM,70.628,-14.5187,→ 73°,
Sat 04:39:01 AM,70.7011,-13.7393,→ 74°,
Sat 04:40:58 AM,70.7687,-12.9803,→ 75°,
Sat 04:43:01 AM,70.8363,-12.177,→ 75°,
Sat 04:45:00 AM,70.8984,-11.3948,→ 76°,
Sat 04:46:00 AM,70.9284,-10.9986,→ 77°,
Sat 04:47:51 AM,70.9818,-10.2625,→ 77°,
Sat 04:48:54 AM,71.0042,-9.84,→ 85°,
Sat 04:49:57 AM,71.0149,-9.4121,→ 85°,
Sat 04:51:01 AM,71.0247,-8.977,→ 86°,
Sat 04:52:55 AM,71.0397,-8.2009,→ 86°,
Sat 04:54:01 AM,71.0469,-7.7511,→ 87°,
Sat 04:55:57 AM,71.0568,-6.9598,→ 87°,
Sat 04:57:58 AM,71.0637,-6.1336,→ 88°,
Sat 04:59:46 AM,71.0667,-5.3959,→ 89°,
Sat 05:01:01 AM,71.0671,-4.8835,→ 90°,
Sat 05:02:02 AM,71.0664,-4.4668,→ 90°,
Sat 05:03:59 AM,71.0624,-3.6677,→ 91°,
Sat 05:05:59 AM,71.0547,-2.8485,→ 91°,
Sat 05:07:00 AM,71.0495,-2.4324,→ 92°,
Sat 05:09:00 AM,71.0364,-1.6145,→ 92°,
Sat 05:10:58 AM,71.0201,-0.8115,→ 93°,
Sat 05:11:58 AM,71.0104,-0.4037,→ 94°,
Sat 05:13:01 AM,70.9989,0.0238,→ 98°,
Sat 05:14:01 AM,70.9805,0.4282,→ 98°,
Sat 05:15:58 AM,70.942,1.2144,→ 98°,
Sat 05:17:00 AM,70.9202,1.6298,→ 99°,
Sat 05:18:01 AM,70.8979,2.0375,→ 99°,
Sat 05:19:59 AM,70.8522,2.8236,→ 100°,
Sat 05:21:54 AM,70.8045,3.5862,→ 100°,
Sat 05:23:51 AM,70.7527,4.3581,→ 101°,
Sat 05:24:57 AM,70.722,4.7917,→ 102°,
Sat 05:27:00 AM,70.6622,5.5963,→ 102°,
Sat 05:28:01 AM,70.6312,5.9935,→ 103°,
Sat 05:29:52 AM,70.5727,6.713,→ 103°,
Sat 05:30:59 AM,70.536,7.1453,→ 104°,
Sat 05:33:00 AM,70.4671,7.9219,→ 105°,
Sat 05:34:48 AM,70.4029,8.6106,→ 105°,
Sat 05:36:00 AM,70.3586,9.0673,→ 106°,
Sat 05:37:01 AM,70.3202,9.4526,→ 106°,
Sat 05:38:01 AM,70.2816,9.8302,→ 107°,
Sat 05:39:01 AM,70.2422,10.2064,→ 107°,
Sat 05:40:59 AM,70.1625,10.942,→ 107°,
Sat 05:41:14 AM,70.1462,13.6529,→ 107°,"35,000"
Sat 05:41:46 AM,70.1258,13.8486,→ 107°,"35,000"
Sat 05:42:16 AM,70.1068,14.0285,→ 107°,"35,000"
