Time,Latitude,Longitude,Course,feet
Sat 12:49:03 AM,55.3833,-70.6833,↗ 23°,"33,000"
Sat 12:50:03 AM,55.5167,-70.5833,↗ 23°,"33,000"
Sat 12:51:03 AM,55.6333,-70.5,↗ 22°,"33,000"
Sat 12:52:04 AM,55.7667,-70.4,↗ 23°,"33,000"
Sat 12:53:04 AM,55.8833,-70.2833,↗ 29°,"33,000"
Sat 12:54:04 AM,56.0167,-70.1833,↗ 23°,"33,000"
Sat 12:55:03 AM,56.15,-70.0667,↗ 26°,"33,000"
Sat 12:56:03 AM,56.2833,-69.9833,↑ 19°,"33,000"
Sat 12:57:04 AM,56.4,-69.8667,↗ 29°,"33,000"
Sat 12:58:04 AM,56.5167,-69.7667,↗ 25°,"33,000"
Sat 12:59:04 AM,56.65,-69.65,↗ 26°,"33,000"
Sat 01:00:04 AM,56.7833,-69.5333,↗ 26°,"33,000"
Sat 01:01:03 AM,56.9167,-69.45,↑ 19°,"33,000"
Sat 01:02:03 AM,57.0333,-69.3333,↗ 29°,"33,000"
Sat 01:03:04 AM,57.15,-69.2167,↗ 28°,"33,000"
Sat 01:04:04 AM,57.3,-69.1,↗ 23°,"33,000"
Sat 01:05:04 AM,57.4333,-69.0167,↑ 19°,"33,000"
Sat 01:06:04 AM,57.5333,-68.9,↗ 32°,"33,000"
Sat 01:07:03 AM,57.6667,-68.7833,↗ 25°,"33,000"
Sat 01:07:30 AM,57.7226,-68.7648,↗ 26°,"33,000"
Sat 01:08:25 AM,57.8359,-68.6634,↗ 26°,"33,000"
Sat 01:08:56 AM,57.8982,-68.6072,↗ 26°,"33,000"
Sat 01:09:49 AM,58.0105,-68.5053,↗ 26°,"33,000"
Sat 01:10:21 AM,58.0772,-68.4461,↗ 24°,"33,000"
Sat 01:11:00 AM,58.16,-68.3836,↑ 20°,"33,000"
Sat 01:11:34 AM,58.2327,-68.3334,↑ 20°,"33,000"
Sat 01:12:04 AM,58.296,-68.2901,↑ 20°,"33,000"
Sat 01:13:02 AM,58.4211,-68.2037,↑ 20°,"33,000"
Sat 01:14:05 AM,58.5511,-68.1133,↑ 20°,"33,000"
Sat 01:14:35 AM,58.6178,-68.0665,↑ 20°,"33,000"
Sat 01:15:05 AM,58.6811,-68.0219,↑ 20°,"33,000"
Sat 01:16:13 AM,58.8333,-67.9167,↑ 20°,"33,000"
Sat 01:17:04 AM,58.95,-67.8,↗ 27°,"33,000"
Sat 01:18:04 AM,59.0667,-67.7,↗ 24°,"33,000"
Sat 01:19:04 AM,59.2,-67.6167,↑ 18°,"33,000"
Sat 01:20:04 AM,59.3333,-67.5167,↑ 21°,"33,000"
Sat 01:21:04 AM,59.45,-67.4167,↗ 24°,"33,000"
Sat 01:22:04 AM,59.5667,-67.3167,↗ 23°,"33,000"
Sat 01:23:04 AM,59.7,-67.25,↑ 14°,"33,000"
Sat 01:24:04 AM,59.8333,-67.15,↑ 21°,"33,000"
Sat 01:25:04 AM,59.9667,-67.05,↑ 21°,"33,000"
Sat 01:26:04 AM,60.0833,-66.95,↗ 23°,"33,000"
Sat 01:27:04 AM,60.2167,-66.85,↑ 20°,"33,000"
Sat 01:28:04 AM,60.3333,-66.75,↗ 23°,"33,000"
Sat 01:29:04 AM,60.45,-66.65,↗ 23°,"33,000"
Sat 01:30:05 AM,60.5833,-66.55,↑ 20°,"33,000"
Sat 01:31:04 AM,60.7167,-66.4333,↗ 23°,"33,000"
Sat 01:32:04 AM,60.8333,-66.3667,↑ 16°,"33,000"
Sat 01:33:04 AM,60.95,-66.2667,↗ 23°,"33,000"
Sat 01:34:04 AM,61.0833,-66.15,↗ 23°,"33,000"
Sat 01:35:05 AM,61.2,-66.05,↗ 22°,"33,000"
Sat 01:36:05 AM,61.3333,-65.9333,↗ 23°,"33,000"
Sat 01:37:04 AM,61.4667,-65.8333,↑ 20°,"33,000"
Sat 01:38:04 AM,61.5833,-65.7167,↗ 25°,"33,000"
Sat 01:39:04 AM,61.7,-65.6333,↑ 19°,"33,000"
Sat 01:40:04 AM,61.8333,-65.5333,↑ 19°,"33,000"
Sat 01:41:05 AM,61.9667,-65.4167,↗ 22°,"33,000"
Sat 01:42:04 AM,62.0833,-65.3,↗ 25°,"33,000"
Sat 01:43:04 AM,62.2167,-65.1833,↗ 22°,"33,000"
Sat 01:44:04 AM,62.3333,-65.0667,↗ 25°,"33,000"
Sat 01:45:04 AM,62.4667,-64.95,↗ 22°,"33,000"
Sat 01:46:05 AM,62.5833,-64.8333,↗ 25°,"33,000"
Sat 01:47:05 AM,62.7,-64.7167,↗ 25°,"33,000"
Sat 01:48:04 AM,62.8333,-64.5833,↗ 25°,"33,000"
Sat 01:49:04 AM,62.9667,-64.4667,↗ 22°,"33,000"
Sat 01:50:04 AM,63.1,-64.3833,↑ 16°,"33,000"
Sat 01:51:04 AM,63.2167,-64.25,↗ 27°,"33,000"
Sat 01:52:05 AM,63.35,-64.1333,↑ 21°,"33,000"
Sat 01:53:05 AM,63.4667,-64,↗ 27°,"33,000"
Sat 01:54:04 AM,63.6,-63.8833,↑ 21°,"33,000"
Sat 01:55:04 AM,63.7167,-63.75,↗ 27°,"33,000"
Sat 01:56:04 AM,63.85,-63.6167,↗ 24°,"33,000"
Sat 01:57:05 AM,63.9667,-63.4833,↗ 27°,"33,000"
Sat 01:58:05 AM,64.1,-63.35,↗ 24°,"33,000"
Sat 01:59:05 AM,64.2167,-63.2333,↗ 23°,"33,000"
Sat 02:00:04 AM,64.35,-63.0833,↗ 26°,"33,000"
Sat 02:01:04 AM,64.4667,-63,↑ 17°,"33,000"
Sat 02:02:05 AM,64.5833,-62.8167,↗ 34°,"33,000"
Sat 02:03:05 AM,64.7333,-62.6667,↗ 23°,"33,000"
Sat 02:04:05 AM,64.85,-62.5667,↑ 20°,"33,000"
Sat 02:05:05 AM,64.9833,-62.4,↗ 28°,"33,000"
Sat 02:06:04 AM,65.1,-62.25,↗ 28°,"33,000"
Sat 02:07:04 AM,65.2167,-62.1167,↗ 26°,"33,000"
Sat 02:08:05 AM,65.3667,-61.95,↗ 25°,"33,000"
Sat 02:09:05 AM,65.4833,-61.8167,↗ 25°,"33,000"
Sat 02:10:05 AM,65.6167,-61.6667,↗ 25°,"33,000"
Sat 02:11:05 AM,65.75,-61.5,↗ 27°,"33,000"
Sat 02:12:04 AM,65.8667,-61.3667,↗ 25°,"33,000"
Sat 02:13:05 AM,66,-61.2,↗ 27°,"33,000"
Sat 02:14:05 AM,66.1333,-61.05,↗ 24°,"33,000"
Sat 02:15:05 AM,66.25,-60.8833,↗ 30°,"33,000"
Sat 02:16:05 AM,66.3833,-60.7333,↗ 24°,"33,000"
Sat 02:17:05 AM,66.5167,-60.5667,↗ 26°,"33,000"
Sat 02:18:04 AM,66.6333,-60.4167,↗ 27°,"33,000"
Sat 02:19:05 AM,66.7667,-60.2333,↗ 28°,"33,000"
Sat 02:20:13 AM,66.9167,-60.1167,↑ 17°,"33,000"
Sat 02:21:14 AM,67.0333,-59.9833,↗ 24°,"33,000"
Sat 02:23:40 AM,67.2667,-59.35,↗ 46°,"33,000"
Sat 02:24:40 AM,67.4167,-59.2833,↑ 10°,"33,000"
Sat 02:25:40 AM,67.55,-59.1667,↑ 18°,"33,000"
Sat 02:26:39 AM,67.6833,-59.0833,↑ 13°,"33,000"
Sat 02:27:40 AM,67.8167,-58.9833,↑ 16°,"33,000"
Sat 02:28:40 AM,67.9667,-58.85,↑ 18°,"33,000"
Sat 02:29:40 AM,68.1,-58.7333,↑ 18°,"33,000"
Sat 02:30:40 AM,68.25,-58.65,↑ 12°,"33,000"
Sat 02:31:40 AM,68.3833,-58.5333,↑ 18°,"33,000"
Sat 02:32:39 AM,68.5333,-58.4,↑ 18°,"33,000"
Sat 02:33:40 AM,68.6833,-58.3,↑ 14°,"33,000"
Sat 02:34:40 AM,68.8167,-58.1833,↑ 18°,"33,000"
Sat 02:35:40 AM,68.95,-58.0833,↑ 15°,"33,000"
Sat 02:36:40 AM,69.0833,-57.9667,↑ 17°,"33,000"
Sat 02:37:40 AM,69.2333,-57.8167,↑ 20°,"33,000"
Sat 02:38:40 AM,69.3833,-57.7167,↑ 13°,"33,000"
Sat 02:39:40 AM,69.5167,-57.6,↑ 17°,"33,000"
Sat 02:40:40 AM,69.65,-57.4833,↑ 17°,"33,000"
Sat 02:41:40 AM,69.8,-57.3667,↑ 15°,"33,000"
Sat 02:42:40 AM,69.9333,-57.2,↗ 23°,"33,000"
Sat 02:43:41 AM,70.0833,-57.0833,↑ 15°,"33,000"
Sat 02:44:40 AM,70.2167,-56.95,↑ 19°,"33,000"
Sat 02:45:40 AM,70.35,-56.8333,↑ 16°,"33,000"
Sat 02:46:40 AM,70.5,-56.7167,↑ 15°,"33,000"
Sat 02:47:41 AM,70.6,-56.441,↗ 42°,
Sat 02:54:46 AM,71.2848,-54.4429,↗ 43°,
Sat 02:56:41 AM,71.4663,-53.878,↗ 45°,
Sat 02:57:41 AM,71.5603,-53.579,↗ 45°,
Sat 02:58:44 AM,71.6585,-53.2619,↗ 45°,
Sat 02:59:47 AM,71.7562,-52.9415,↗ 46°,
Sat 03:00:48 AM,71.8503,-52.6281,↗ 46°,
Sat 03:02:47 AM,72.0323,-52.0077,↗ 46°,
Sat 03:04:40 AM,72.2033,-51.4072,↗ 47°,
Sat 03:05:44 AM,72.2993,-51.0622,↗ 47°,
Sat 03:06:46 AM,72.3917,-50.7245,↗ 48°,
Sat 03:08:42 AM,72.5631,-50.0833,↗ 48°,
Sat 03:09:45 AM,72.6553,-49.73,↗ 49°,
Sat 03:11:30 AM,72.8076,-49.133,↗ 49°,
Sat 03:12:45 AM,72.9153,-48.7003,↗ 50°,
Sat 03:14:40 AM,73.0786,-48.0265,↗ 50°,
Sat 03:15:40 AM,73.1629,-47.67,↗ 51°,
Sat 03:16:43 AM,73.2508,-47.2918,↗ 51°,
Sat 03:17:48 AM,73.3407,-46.8977,↗ 51°,
Sat 03:19:30 AM,73.4803,-46.2708,↗ 52°,
Sat 03:20:44 AM,73.5803,-45.8095,↗ 52°,
Sat 03:22:46 AM,73.7431,-45.0371,↗ 53°,
Sat 03:24:41 AM,73.8939,-44.2952,↗ 54°,
Sat 03:25:43 AM,73.9741,-43.8896,↗ 54°,
Sat 03:26:47 AM,74.0562,-43.4668,↗ 55°,
Sat 03:28:41 AM,74.2002,-42.7031,↗ 55°,
Sat 03:30:44 AM,74.3525,-41.864,↗ 56°,
Sat 03:31:47 AM,74.4293,-41.428,↗ 57°,
Sat 03:33:32 AM,74.5553,-40.6921,↗ 57°,
Sat 03:34:38 AM,74.6333,-40.2236,↗ 58°,
Sat 03:35:38 AM,74.7033,-39.7936,↗ 58°,
Sat 03:36:44 AM,74.7793,-39.3162,↗ 59°,
Sat 03:38:41 AM,74.9116,-38.4584,↗ 59°,
Sat 03:40:45 AM,75.0483,-37.5334,↗ 60°,
Sat 03:42:44 AM,75.1759,-36.6302,↗ 61°,
Sat 03:43:46 AM,75.2409,-36.1536,↗ 62°,
Sat 03:45:37 AM,75.3549,-35.2902,↗ 62°,
Sat 03:47:46 AM,75.4833,-34.2704,↗ 63°,
Sat 03:49:45 AM,75.5978,-33.3141,↗ 64°,
Sat 03:51:41 AM,75.7057,-32.3677,↗ 65°,
Sat 03:52:47 AM,75.7654,-31.8231,→ 66°,
Sat 03:54:46 AM,75.8698,-30.8299,→ 66°,
Sat 03:56:46 AM,75.9709,-29.8139,→ 67°,
Sat 03:57:46 AM,76.0199,-29.3006,→ 68°,
Sat 03:59:46 AM,76.1145,-28.2636,→ 69°,
Sat 04:00:46 AM,76.1602,-27.7399,→ 70°,
Sat 04:02:45 AM,76.2475,-26.6915,→ 70°,
Sat 04:04:28 AM,76.3194,-25.7737,→ 71°,
Sat 04:05:47 AM,76.3722,-25.0634,→ 72°,
Sat 04:07:45 AM,76.4474,-23.9926,→ 73°,
Sat 04:09:46 AM,76.5196,-22.8828,→ 74°,
Sat 04:11:40 AM,76.5832,-21.8269,→ 75°,
Sat 04:13:44 AM,76.6473,-20.6674,→ 76°,
Sat 04:14:44 AM,76.6765,-20.1026,→ 77°,
Sat 04:16:44 AM,76.731,-18.9659,→ 78°,
Sat 04:17:47 AM,76.7575,-18.3656,→ 79°,
Sat 04:19:43 AM,76.8028,-17.2543,→ 79°,
Sat 04:21:43 AM,76.7515,-16.1086,→ 101°,
Sat 04:23:39 AM,76.6919,-15.0067,→ 107°,
Sat 04:24:39 AM,76.6514,-14.4548,→ 107°,
Sat 04:26:46 AM,76.5617,-13.2977,→ 108°,
Sat 04:28:45 AM,76.473,-12.2276,→ 109°,
Sat 04:30:26 AM,76.3941,-11.3303,→ 110°,
Sat 04:31:47 AM,76.3286,-10.6181,↘ 111°,
Sat 04:33:37 AM,76.2367,-9.6615,↘ 112°,
Sat 04:34:42 AM,76.1806,-9.1021,↘ 113°,
Sat 04:35:45 AM,76.1251,-8.5643,↘ 113°,
Sat 04:37:46 AM,76.0152,-7.5432,↘ 114°,
Sat 04:38:47 AM,75.9582,-7.0344,↘ 115°,
Sat 04:40:46 AM,75.844,-6.0537,↘ 115°,
Sat 04:42:43 AM,75.7278,-5.1046,↘ 116°,
Sat 04:44:38 AM,75.6101,-4.1867,↘ 117°,
Sat 04:45:40 AM,75.5452,-3.6979,↘ 118°,
Sat 04:46:40 AM,75.4814,-3.2291,↘ 118°,
Sat 04:47:46 AM,75.4101,-2.718,↘ 119°,
Sat 04:49:45 AM,75.2789,-1.8088,↘ 119°,
Sat 04:50:48 AM,75.208,-1.3339,↘ 120°,
Sat 04:52:42 AM,75.0773,-0.486,↘ 121°,
Sat 04:53:45 AM,75.0038,-0.0236,↘ 121°,
Sat 04:55:40 AM,74.9382,0.929,→ 104°,
Sat 04:57:41 AM,74.8671,1.9261,→ 105°,
Sat 04:59:42 AM,74.7917,2.9138,→ 106°,
Sat 05:00:43 AM,74.752,3.4081,→ 107°,
Sat 05:01:44 AM,74.7113,3.8998,→ 107°,
Sat 05:02:47 AM,74.6681,4.4049,→ 108°,
Sat 05:04:43 AM,74.5856,5.3276,→ 108°,
Sat 05:06:41 AM,74.4979,6.2561,→ 109°,
Sat 05:08:46 AM,74.4007,7.2284,→ 110°,
Sat 05:10:45 AM,74.3043,8.1428,↘ 111°,
Sat 05:12:36 AM,74.211,8.9858,↘ 112°,
Sat 05:13:40 AM,74.1558,9.4674,↘ 113°,
Sat 05:15:46 AM,74.0439,10.4059,↘ 113°,
Sat 05:17:46 AM,73.9337,11.2876,↘ 114°,
Sat 05:19:40 AM,73.8256,12.1143,↘ 115°,
Sat 05:21:32 AM,73.7164,12.9159,↘ 116°,
Sat 05:22:34 AM,73.6546,13.3551,↘ 116°,
Sat 05:23:34 AM,73.594,13.777,↘ 117°,
Sat 05:24:37 AM,73.5295,14.2168,↘ 117°,
Sat 05:26:41 AM,73.3998,15.0726,↘ 118°,
Sat 05:27:46 AM,73.3304,15.516,↘ 118°,
Sat 05:29:43 AM,73.2032,16.305,↘ 119°,
Sat 05:29:47 AM,71.9221,17.682,↘ 130°,"35,000"
Sat 05:30:30 AM,71.8572,17.9323,↘ 130°,"35,000"
Sat 05:31:00 AM,71.8127,18.1021,↘ 130°,"35,000"
Sat 05:31:30 AM,71.7673,18.2736,↘ 130°,"35,000"
Sat 05:32:00 AM,71.722,18.4438,↘ 130°,"35,000"
Sat 05:32:30 AM,71.6771,18.611,↘ 131°,"35,000"
Sat 05:33:00 AM,71.6322,18.7771,↘ 131°,"35,000"
Sat 05:33:30 AM,71.5864,18.9449,↘ 131°,"35,000"
Sat 05:34:26 AM,71.5023,19.2496,↘ 131°,"35,000"
Sat 05:34:56 AM,71.4572,19.4111,↘ 131°,"35,000"
Sat 05:35:26 AM,71.4104,19.5778,↘ 132°,"35,000"
Sat 05:35:56 AM,71.364,19.7416,↘ 132°,"35,000"
Sat 05:36:28 AM,71.3165,19.9081,↘ 132°,"35,000"
Sat 05:37:02 AM,71.2623,20.0963,↘ 132°,"35,000"
Sat 05:37:32 AM,71.2157,20.2562,↘ 132°,"35,000"
